statement_id,turn_id,speaker,timestamp,timestamp_seconds,original_text,normalized_text,position_in_turn,word_count,is_short,has_redacted_name,dialogue_act,dialogue_confidence,requirement_candidate
S331,T083,spk_1,2026-08-27 00:26:53,1613,No no no just the referee in the middle of the system and receive its response uh In a immediate immediately.,No just the referee in the middle of the system and receive its response In a immediate immediately.,0,18,False,False,clarification,0.1740196198,True
S332,T083,spk_1,2026-08-27 00:26:53,1613,That's the that's the main contract in real time updates of the referee.,That's the that's the main contract in real time updates of the referee.,1,13,False,False,agreement,0.49270084500000005,False
S333,T084,spk_0,2026-08-27 00:27:04,1624,Most little bit actual of course.,Most little bit actual of course.,0,6,False,False,answer,0.2491745055,False
S334,T084,spk_0,2026-08-27 00:27:04,1624,But do we need a live recording feature or something like your recording feature,But do we need a live recording feature or something like your recording feature,1,14,False,False,question,0.2299205363,False
S335,T085,spk_2,2026-08-27 00:27:13,1633,from the side referee?,from the side referee?,0,4,False,False,question,0.4275200665,False
S336,T086,spk_1,2026-08-27 00:27:16,1636,Yeah that's a good idea.,Yeah that's a good idea.,0,5,False,False,answer,0.30637499690000003,False
S337,T086,spk_1,2026-08-27 00:27:16,1636,Uh We didn't talk about it but it might be some feature maybe in a future version.,We didn't talk about it but it might be some feature maybe in a future version.,1,16,False,False,clarification,0.2106168121,False
S338,T086,spk_1,2026-08-27 00:27:16,1636,Yeah.,Yeah.,2,1,True,False,clarification,0.27156585450000004,False
S339,T087,spk_2,2026-08-27 00:27:24,1644,Okay.,Okay.,0,1,True,False,clarification,0.31422743200000003,False
S340,T087,spk_2,2026-08-27 00:27:24,1644,Um What what what level of involvement involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or or delegate to other campaigns?,What level of involvement do you expect your in house IT Team to have in the system and what level of and what do you want to outsource or delegate to other campaigns?,1,33,False,False,question,0.3500366807,True
S341,T088,spk_1,2026-08-27 00:27:42,1662,So basically the IFA is not a software company.,So basically the IFA is not a software company.,0,9,False,False,clarification,0.2210590541,False
S342,T088,spk_1,2026-08-27 00:27:42,1662,We were moving like uh to a uh to develop a maintenance system.,We were moving like to a to develop a maintenance system.,1,11,False,False,priority,0.2323170304,True
S343,T088,spk_1,2026-08-27 00:27:42,1662,So what we are looking for is a kind of outsourcing the entire development and maintenance.,So what we are looking for is a kind of outsourcing the entire development and maintenance.,2,16,False,False,feature request,0.2763334811,True
S344,T088,spk_1,2026-08-27 00:27:42,1662,The communication between the software development and the IFA will be tasked through the information there IT Department.,The communication between the software development and the IFA will be tasked through the information there IT Department.,3,18,False,False,clarification,0.2173308581,False
S345,T088,spk_1,2026-08-27 00:27:42,1662,But the idea is that the uh IT department will out of the activity and the real development and we were essentially as the client for the company.,But the idea is that the IT department will out of the activity and the real development and we were essentially as the client for the company.,4,27,False,False,answer,0.2286206782,False
S346,T089,spk_2,2026-08-27 00:28:20,1700,Okay.,Okay.,0,1,True,False,clarification,0.3142271042,False
S347,T089,spk_2,2026-08-27 00:28:20,1700,And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the uh Okay.,And also the after the system is up and running all the storage the computing everything should be handled by an external company sources around the cloud service or some kind of service in the Okay.,1,36,False,False,agreement,0.2100106329,True
S348,T089,spk_2,2026-08-27 00:28:20,1700,"Uh I I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store uh off sites or anything like this?","I know it's a it's a very general question, but is there any legal or financial restrictions on the system to have, like there any data that's too confidential to store off sites or anything like this?",2,37,False,False,question,0.6706073880000001,True
S349,T090,spk_1,2026-08-27 00:28:55,1735,Um,Um,0,1,True,False,clarification,0.3002313972,False
S350,T091,spk_2,2026-08-27 00:28:56,1736,"legal data, anything.","legal data, anything.",0,3,True,False,clarification,0.2215806246,False
S351,T091,spk_2,2026-08-27 00:28:56,1736,"I'm just trying to eliminate, demarcate what inside and what is outside","I'm just trying to eliminate, demarcate what inside and what is outside",1,12,False,False,clarification,0.4968831241,False
S352,T092,spk_1,2026-08-27 00:29:00,1740,"That's a good question, because part of the things that we didn't talk about is the issue of localization.","That's a good question, because part of the things that we didn't talk about is the issue of localization.",0,19,False,False,question,0.7114744782,False
S353,T092,spk_1,2026-08-27 00:29:00,1740,So the system is about to serve many people around the world.,So the system is about to serve many people around the world.,1,12,False,False,answer,0.28963118790000003,True
S354,T092,spk_1,2026-08-27 00:29:00,1740,"So it might be that we need uh to adjust the system to the local regulation, the local review.","So it might be that we need to adjust the system to the local regulation, the local review.",2,18,False,False,clarification,0.2196497172,True
S355,T092,spk_1,2026-08-27 00:29:00,1740,"So, for example, in terms of language, in terms of currency, in terms of time zone, so this is important.","So, for example, in terms of language, in terms of currency, in terms of time zone, so this is important.",3,20,False,False,priority,0.6003249288,True
S356,T092,spk_1,2026-08-27 00:29:00,1740,"Furthermore, certain countries do have restriction about the data.","Furthermore, certain countries do have restriction about the data.",4,9,False,False,constraint,0.3216393292,True
S357,T092,spk_1,2026-08-27 00:29:00,1740,"Yeah, I'm not sure if whether it's in a is right for every country in europe but in Germany, you're not allowed to exactly german data outside of the country.","Yeah, I'm not sure if whether it's in a is right for every country in europe but in Germany, you're not allowed to exactly german data outside of the country.",5,30,False,False,question,0.33485895400000004,False
S358,T092,spk_1,2026-08-27 00:29:00,1740,Exactly.,Exactly.,6,1,True,False,clarification,0.3397524357,False
S359,T092,spk_1,2026-08-27 00:29:00,1740,Uh We should take this into consideration.,We should take this into consideration.,7,6,False,False,clarification,0.2426255941,True
S360,T092,spk_1,2026-08-27 00:29:00,1740,Indeed that's a good question.,Indeed that's a good question.,8,5,False,False,question,0.7314738035,False
S361,T093,spk_2,2026-08-27 00:29:59,1799,Okay so should it be like uh your in house IT Team or technical team should decide what goes inside and what goes into the cloud.,Okay so should it be like your in house IT Team or technical team should decide what goes inside and what goes into the cloud.,0,25,False,False,clarification,0.247454524,True
S362,T093,spk_2,2026-08-27 00:29:59,1799,You have something like this in mind?,You have something like this in mind?,1,7,False,False,question,0.43076705930000003,False
S363,T093,spk_2,2026-08-27 00:29:59,1799,I mean do we need to have that flexible or is it a question for later?,do we need to have that flexible or is it a question for later?,2,14,False,False,disagreement,0.3851981461,True
S364,T094,spk_1,2026-08-27 00:30:14,1814,Yeah I think it should be uh we should have we should define it as uh initiative to discuss.,Yeah I think it should be we should have we should define it as initiative to discuss.,0,17,False,False,clarification,0.3516515195,True
S365,T094,spk_1,2026-08-27 00:30:14,1814,So the the notion of where the data center for which label things like that uh should be allocated whether we have uh how do we actually distribute the data?,So the notion of where the data center for which label things like that should be allocated whether we have how do we actually distribute the data?,1,27,False,False,question,0.3352537155,True
S366,T094,spk_1,2026-08-27 00:30:14,1814,Okay.,Okay.,2,1,True,False,clarification,0.314227134,False
S367,T094,spk_1,2026-08-27 00:30:14,1814,Uh This is an important issue.,This is an important issue.,3,5,False,False,priority,0.7773406506,True
S368,T094,spk_1,2026-08-27 00:30:14,1814,"In terms of uh security, the data is basically open for everyone except for the the budget.","In terms of security, the data is basically open for everyone except for the budget.",4,15,False,False,clarification,0.21303509180000002,False
S369,T094,spk_1,2026-08-27 00:30:14,1814,So maybe the budget data should be encrypted in some way to avoid leakage.,So maybe the budget data should be encrypted in some way to avoid leakage.,5,14,False,False,clarification,0.1817270219,True
S370,T095,spk_2,2026-08-27 00:31:05,1865,Okay.,Okay.,0,1,True,False,clarification,0.3142276108,False
S371,T095,spk_2,2026-08-27 00:31:05,1865,Okay.,Okay.,1,1,True,False,clarification,0.3142276406,False
S372,T096,spk_2,2026-08-27 00:31:15,1875,Uh huh.,huh.,0,1,True,False,clarification,0.3528569937,False
S373,T096,spk_2,2026-08-27 00:31:15,1875,"One last thing, the one last player, we didn't talk about the players themselves.","One last thing, the one last player, we didn't talk about the players themselves.",1,14,False,False,opinion,0.2031011432,False
S374,T096,spk_2,2026-08-27 00:31:15,1875,They have any access other than the acces that the fans had because they,They have any access other than the acces that the fans had because they,2,14,False,False,disagreement,0.1627589166,False
S375,T097,spk_1,2026-08-27 00:31:26,1886,Okay.,Okay.,0,1,True,False,clarification,0.3142274916,False
S376,T097,spk_1,2026-08-27 00:31:26,1886,The player has one option in which they can update their social network page.,The player has one option in which they can update their social network page.,1,14,False,False,clarification,0.2591608763,False
S377,T097,spk_1,2026-08-27 00:31:26,1886,Okay.,Okay.,2,1,True,False,clarification,0.3142276108,False
S378,T097,spk_1,2026-08-27 00:31:26,1886,So that's the post there um and manage their communication with defense.,So that's the post there and manage their communication with defense.,3,11,False,False,answer,0.4437445104,False
S379,T098,spk_2,2026-08-27 00:31:44,1904,Okay.,Okay.,0,1,True,False,clarification,0.3142272532,False
S380,T098,spk_2,2026-08-27 00:31:44,1904,Within the portal of the of the system to be,Within the portal of the of the system to be,1,10,False,False,agreement,0.2137962133,True
S381,T099,spk_0,2026-08-27 00:31:49,1909,so uh so so this is the uh this I'm sorry I just got flustered.,so so this is the this I'm sorry I just got flustered.,0,12,False,False,clarification,0.34586375950000003,False
S382,T099,spk_0,2026-08-27 00:31:49,1909,Uh This is the fun side of the players.,This is the fun side of the players.,1,8,False,False,clarification,0.2344632894,False
S383,T099,spk_0,2026-08-27 00:31:49,1909,But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something?,But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something?,2,24,False,False,question,0.3023202419,True
S384,T099,spk_0,2026-08-27 00:31:49,1909,No.,No.,3,1,True,False,disagreement,0.24274212120000002,False
S385,T099,spk_0,2026-08-27 00:31:49,1909,No.,No.,4,1,True,False,disagreement,0.2427420318,False
S386,T099,spk_0,2026-08-27 00:31:49,1909,Right.,Right.,5,1,True,False,clarification,0.2969786525,False
S387,T100,spk_1,2026-08-27 00:32:08,1928,No.,No.,0,1,True,False,disagreement,0.24274186790000002,False
S388,T100,spk_1,2026-08-27 00:32:08,1928,"This is the responsibility of the team, administration.","This is the responsibility of the team, administration.",1,8,False,False,constraint,0.29748290780000003,True
S389,T100,spk_1,2026-08-27 00:32:08,1928,The manager.,The manager.,2,2,True,False,answer,0.15392299,False
S390,T100,spk_1,2026-08-27 00:32:08,1928,The owner.,The owner.,3,2,True,False,clarification,0.18314553800000002,False
S391,T101,spk_2,2026-08-27 00:32:14,1934,Yeah.,Yeah.,0,1,True,False,clarification,0.27156627180000004,False
S392,T101,spk_2,2026-08-27 00:32:14,1934,Okay.,Okay.,1,1,True,False,clarification,0.3142276108,False
S393,T101,spk_2,2026-08-27 00:32:14,1934,"I know we don't have details were in the preliminary phase but any any ideas about the timeline of the implementation, how things will move from the existing system to the new system.","I know we don't have details were in the preliminary phase but any ideas about the timeline of the implementation, how things will move from the existing system to the new system.",2,32,False,False,question,0.45424607400000006,False
S394,T101,spk_2,2026-08-27 00:32:14,1934,"From my perspective, I mean as an IT Professional, what am I expecting in the next period if I work for IFA","From my perspective, as an IT Professional, what am I expecting in the next period if I work for IFA",3,20,False,False,question,0.28152981400000004,False
S395,T102,spk_1,2026-08-27 00:32:37,1957,What do you mean?,What do you mean?,0,4,False,False,question,0.592094183,False
S396,T102,spk_1,2026-08-27 00:32:37,1957,What I'm expecting to see various stages of the,What I'm expecting to see various stages of the,1,9,False,False,question,0.2309757322,False
S397,T103,spk_2,2026-08-27 00:32:45,1965,"maybe maybe not the time schedule more the sequence, the immigration process.","maybe not the time schedule more the sequence, the immigration process.",0,11,False,False,clarification,0.26138061290000003,False
S398,T104,spk_1,2026-08-27 00:32:51,1971,Maybe the priorities of the uh Okay.,Maybe the priorities of the Okay.,0,6,False,False,agreement,0.2365848422,False
S399,T104,spk_1,2026-08-27 00:32:51,1971,"I would say that the basic of the system, meaning the teams setting the league, setting the season, uh register of the referees and the fans are the basic of the systems.","I would say that the basic of the system, meaning the teams setting the league, setting the season, register of the referees and the fans are the basic of the systems.",1,31,False,False,answer,0.31915789840000003,True
S400,T104,spk_1,2026-08-27 00:32:51,1971,So this should be at the first phase.,So this should be at the first phase.,2,8,False,False,priority,0.2200326473,True
S401,T104,spk_1,2026-08-27 00:32:51,1971,Okay.,Okay.,3,1,True,False,clarification,0.3142276406,False
S402,T104,spk_1,2026-08-27 00:32:51,1971,The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can uh update the the game information in real time.,The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can update the game information in real time.,4,33,False,False,clarification,0.23806878920000002,False
S403,T104,spk_1,2026-08-27 00:32:51,1971,So this is the stages I'm expecting.,So this is the stages I'm expecting.,5,7,False,False,clarification,0.2830977142,False
S404,T105,spk_0,2026-08-27 00:33:39,2019,"Okay, so first, very first the urgent one is the scheduling and then the budgeting and then uh okay.","Okay, so first, very first the urgent one is the scheduling and then the budgeting and then okay.",0,18,False,False,priority,0.3403077722,True
S405,T105,spk_0,2026-08-27 00:33:39,2019,Um there was another line in documentation which said that officials of the IFA should be involved in the system?,there was another line in documentation which said that officials of the IFA should be involved in the system?,1,19,False,False,question,0.4402146637,True
S406,T105,spk_0,2026-08-27 00:33:39,2019,"I have, the officials will have a role to play.","I have, the officials will have a role to play.",2,10,False,False,clarification,0.3300338387,False
S407,T105,spk_0,2026-08-27 00:33:39,2019,"Oh,","Oh,",3,1,True,False,clarification,0.3368128836,False
S408,T106,spk_2,2026-08-27 00:34:03,2043,I don't think uh maybe it's paraphrasing a little.,I don't think maybe it's paraphrasing a little.,0,8,False,False,disagreement,0.4495286345,False
S409,T106,spk_2,2026-08-27 00:34:03,2043,Let's let me find the exact line.,Let's let me find the exact line.,1,7,False,False,question,0.1980287731,False
S410,T107,spk_1,2026-08-27 00:34:09,2049,"Okay, the officials should be.","Okay, the officials should be.",0,5,False,False,agreement,0.28194826840000003,True
S411,T107,spk_1,2026-08-27 00:34:09,2049,Mhm.,Mhm.,1,1,True,False,clarification,0.3443155885,False
S412,T107,spk_1,2026-08-27 00:34:09,2049,Can you repeat the question?,Can you repeat the question?,2,5,False,False,question,0.5527256727000001,False
S413,T107,spk_1,2026-08-27 00:34:09,2049,Because I'm not sure I understand it.,Because I'm not sure I understand it.,3,7,False,False,disagreement,0.4219125211,False
S414,T108,spk_2,2026-08-27 00:34:29,2069,I think I will I will look for the exact wording in the document.,I think I will I will look for the exact wording in the document.,0,14,False,False,clarification,0.200329259,False
S415,T108,spk_2,2026-08-27 00:34:29,2069,The suspects will control the objective.,The suspects will control the objective.,1,6,False,False,constraint,0.2240160257,True
S416,T109,spk_0,2026-08-27 00:34:38,2078,So I think that it's a very painful.,So I think that it's a very painful.,0,8,False,False,disagreement,0.3910837173,False
S417,T109,spk_0,2026-08-27 00:34:38,2078,The team will take care of its own um resources and I say is responsible for um the budgeting of of say the tournament is organized and other officials that are involved in the tournament.,The team will take care of its own resources and I say is responsible for the budgeting of say the tournament is organized and other officials that are involved in the tournament.,1,32,False,False,disagreement,0.254139632,False
S418,T109,spk_0,2026-08-27 00:34:38,2078,Is there any key set of officials that are involved?,Is there any key set of officials that are involved?,2,10,False,False,question,0.5262116194,False
S419,T109,spk_0,2026-08-27 00:34:38,2078,For example,For example,3,2,True,False,clarification,0.2669759095,False
S420,T110,spk_2,2026-08-27 00:35:02,2102,I think I think what we are trying to get you out there any other participants or activity that we missed in the crisis?,I think I think what we are trying to get you out there any other participants or activity that we missed in the crisis?,0,24,False,False,clarification,0.34725084900000003,False
S421,T111,spk_1,2026-08-27 00:35:07,2107,Currently in my view there is the IFA representative administration is one role that can do the budget and the scheduling and all activities.,Currently in my view there is the IFA representative administration is one role that can do the budget and the scheduling and all activities.,0,24,False,False,answer,0.2420869172,False
S422,T111,spk_1,2026-08-27 00:35:07,2107,There are no separation among the various,There are no separation among the various,1,7,False,False,opinion,0.2482688129,False
S423,T112,spk_2,2026-08-27 00:35:21,2121,okay so there is no uh specific departments for IT And finance and so on.,okay so there is no specific departments for IT And finance and so on.,0,14,False,False,opinion,0.1949010789,False
S424,T112,spk_2,2026-08-27 00:35:21,2121,There is nothing like this.,There is nothing like this.,1,5,False,False,clarification,0.2770006359,False
S425,T113,spk_1,2026-08-27 00:35:27,2127,you're right there's only within the administration is only one role.,you're right there's only within the administration is only one role.,0,11,False,False,clarification,0.2856830955,True
S426,T114,spk_0,2026-08-27 00:35:33,2133,Okay.,Okay.,0,1,True,False,clarification,0.3142272532,False
S427,T114,spk_0,2026-08-27 00:35:33,2133,"So so if we if we have to list out the major stakeholders we will say that it's the it's the IFA admin the team uh team heads the players and the fans and the referees,","So if we if we have to list out the major stakeholders we will say that it's the it's the IFA admin the team team heads the players and the fans and the referees,",1,34,False,False,answer,0.2981877625,False
S428,T115,spk_1,2026-08-27 00:35:48,2148,Yeah.,Yeah.,0,1,True,False,clarification,0.27156585450000004,False
S429,T115,spk_1,2026-08-27 00:35:48,2148,And the players so we can manage.,And the players so we can manage.,1,7,False,False,agreement,0.2997221053,False
S430,T115,spk_1,2026-08-27 00:35:48,2148,Yeah.,Yeah.,2,1,True,False,clarification,0.2715660334,False
S431,T115,spk_1,2026-08-27 00:35:48,2148,Okay.,Okay.,3,1,True,False,clarification,0.3142276406,False
S432,T116,spk_0,2026-08-27 00:35:54,2154,All right.,All right.,0,2,True,False,clarification,0.3409101665,False
S433,T116,spk_0,2026-08-27 00:35:54,2154,Yeah.,Yeah.,1,1,True,False,clarification,0.2715659738,False
S434,T117,spk_2,2026-08-27 00:36:01,2161,Covered most of things yeah.,Covered most of things yeah.,0,5,False,False,agreement,0.4962331653,False
S435,T117,spk_2,2026-08-27 00:36:01,2161,Any other any other,Any other any other,1,4,False,False,question,0.35944840310000004,False
S436,T118,spk_1,2026-08-27 00:36:09,2169,what else?,what else?,0,2,True,False,question,0.6446613073,False
S437,T118,spk_1,2026-08-27 00:36:09,2169,So eventually should register to the system internet so we can be able to identification.,So eventually should register to the system internet so we can be able to identification.,1,15,False,False,feature request,0.1667280197,True
S438,T118,spk_1,2026-08-27 00:36:09,2169,Otherwise it would be just a guest.,Otherwise it would be just a guest.,2,7,False,False,correction,0.24678587910000002,True
S439,T119,spk_0,2026-08-27 00:36:25,2185,"Yeah, user profile for everyone.","Yeah, user profile for everyone.",0,5,False,False,clarification,0.2505275607,False
S440,T119,spk_0,2026-08-27 00:36:25,2185,username.,username.,1,1,True,False,clarification,0.21539554,False
S441,T119,spk_0,2026-08-27 00:36:25,2185,Okay.,Okay.,2,1,True,False,clarification,0.3142276406,False
S442,T119,spk_0,2026-08-27 00:36:25,2185,Mhm.,Mhm.,3,1,True,False,clarification,0.3443155885,False
S443,T120,spk_1,2026-08-27 00:36:30,2190,There was an issue out.,There was an issue out.,0,5,False,False,disagreement,0.5086360574000001,False
S444,T120,spk_1,2026-08-27 00:36:30,2190,How do I register a team?,How do I register a team?,1,6,False,False,question,0.5100554228,False
S445,T120,spk_1,2026-08-27 00:36:30,2190,So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration.,So processes that the team manager or the owner approached the IFA asked for opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration.,2,36,False,False,answer,0.2290279567,False
S446,T120,spk_1,2026-08-27 00:36:30,2190,"It can now manage a team with the players, the coaches, the stadium and other resources.","It can now manage a team with the players, the coaches, the stadium and other resources.",3,16,False,False,answer,0.2315921783,False
S447,T121,spk_0,2026-08-27 00:37:03,2223,Yeah.,Yeah.,0,1,True,False,clarification,0.27156585450000004,False
S448,T121,spk_0,2026-08-27 00:37:03,2223,"This is the body of another the base, I mean.","This is the body of another the base, .",1,9,False,False,answer,0.2103296369,False
S449,T121,spk_0,2026-08-27 00:37:03,2223,"Also, do you need scheduling archives like past season scheduling archives?","Also, do you need scheduling archives like past season scheduling archives?",2,11,False,False,question,0.3169036508,False
S450,T122,spk_1,2026-08-27 00:37:20,2240,Yeah.,Yeah.,0,1,True,False,clarification,0.27156585450000004,False
S451,T122,spk_1,2026-08-27 00:37:20,2240,All past archives should be kept.,All past archives should be kept.,1,6,False,False,agreement,0.2960804403,True
S452,T122,spk_1,2026-08-27 00:37:20,2240,The reason that it should be kept.,The reason that it should be kept.,2,7,False,False,answer,0.2714269757,True
S453,T122,spk_1,2026-08-27 00:37:20,2240,It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay.,It's to allow some kind of recommendation reasoning maybe for the funds that are involved in gambling and reason about the future by okay.,3,24,False,False,answer,0.3004613221,True
S454,T122,spk_1,2026-08-27 00:37:20,2240,Last event.,Last event.,4,2,True,False,clarification,0.1978687346,False
S455,T122,spk_1,2026-08-27 00:37:20,2240,So.,So.,5,1,True,False,clarification,0.3790633678,False
S456,T122,spk_1,2026-08-27 00:37:20,2240,Okay.,Okay.,6,1,True,False,clarification,0.3142276108,False
S457,T122,spk_1,2026-08-27 00:37:20,2240,Uh So we need to keep the data.,So we need to keep the data.,7,7,False,False,constraint,0.2414242774,True
S458,T122,spk_1,2026-08-27 00:37:20,2240,Um Yeah what else.,Yeah what else.,8,3,True,False,question,0.27599754930000003,False
S459,T122,spk_1,2026-08-27 00:37:20,2240,"Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling.","Not sure but we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling.",9,40,False,False,question,0.3247446418,True
S460,T122,spk_1,2026-08-27 00:37:20,2240,And then of course activate.,And then of course activate.,10,5,False,False,agreement,0.30937173960000003,False
S461,T122,spk_1,2026-08-27 00:37:20,2240,Is uh policy uncertain uh leagues.,Is policy uncertain leagues.,11,4,False,False,question,0.3886216581,False
S462,T122,spk_1,2026-08-27 00:37:20,2240,"Um Same, that's about it.","Same, that's about it.",12,4,False,False,answer,0.4407912791,False
S463,T123,spk_2,2026-08-27 00:38:32,2312,Okay.,Okay.,0,1,True,False,clarification,0.314227134,False
S464,T123,spk_2,2026-08-27 00:38:32,2312,Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA.,Registering referees also called registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA.,1,25,False,False,answer,0.2193799019,False
S465,T123,spk_2,2026-08-27 00:38:32,2312,I mean if appear,if appear,2,2,True,False,answer,0.2792423069,False
S466,T124,spk_1,2026-08-27 00:38:46,2326,"so, referees are appointed by the IFA.","so, referees are appointed by the IFA.",0,7,False,False,clarification,0.2458722442,False
S467,T124,spk_1,2026-08-27 00:38:46,2326,Representative insert invites the referee to being part of the system for the players.,Representative insert invites the referee to being part of the system for the players.,1,14,False,False,feature request,0.25788185,True
S468,T124,spk_1,2026-08-27 00:38:46,2326,The team entered the details into the system.,The team entered the details into the system.,2,8,False,False,priority,0.20303180810000002,True
S469,T125,spk_2,2026-08-27 00:39:00,2340,Okay?,Okay?,0,1,True,False,question,0.3067567348,False
S470,T125,spk_2,2026-08-27 00:39:00,2340,And the FAA.,And the FAA.,1,3,True,False,clarification,0.1722170264,False
S471,T125,spk_2,2026-08-27 00:39:00,2340,Has just audit the process.,Has just audit the process.,2,5,False,False,question,0.25993382930000003,False
S472,T125,spk_2,2026-08-27 00:39:00,2340,Doesn't have anything any input in it.,Doesn't have anything any input in it.,3,7,False,False,opinion,0.43294924500000004,False
S473,T126,spk_1,2026-08-27 00:39:07,2347,Right.,Right.,0,1,True,False,clarification,0.2969786525,False
S474,T126,spk_1,2026-08-27 00:39:07,2347,"For the players, for the referee, for the players on the team managed its players.","For the players, for the referee, for the players on the team managed its players.",1,15,False,False,agreement,0.2592640817,False
S475,T127,spk_2,2026-08-27 00:39:16,2356,Okay.,Okay.,0,1,True,False,clarification,0.314227283,False
S476,T127,spk_2,2026-08-27 00:39:16,2356,Uh There there is no more requirements on your side.,There is no more requirements on your side.,1,8,False,False,agreement,0.32292473320000004,False
S477,T127,spk_2,2026-08-27 00:39:16,2356,I think we've covered every question here.,I think we've covered every question here.,2,7,False,False,agreement,0.3348322809,False
S478,T128,spk_1,2026-08-27 00:39:24,2364,"Right at any rate if your traditional questions please do email me, I'll try to uh answer as soon as possible.","Right at any rate if your traditional questions please do email me, I'll try to answer as soon as possible.",0,20,False,False,question,0.3162432015,False
S479,T128,spk_1,2026-08-27 00:39:24,2364,Thank you.,Thank you.,1,2,True,False,answer,0.3071700633,False
S480,T128,spk_1,2026-08-27 00:39:24,2364,Thank,Thank,2,1,True,False,answer,0.2871713638,False
S481,T129,spk_2,2026-08-27 00:39:34,2374,you.,you.,0,1,True,False,clarification,0.1845435649,False
S482,T129,spk_2,2026-08-27 00:39:34,2374,Thank you.,Thank you.,1,2,True,False,answer,0.3071701229,False
S483,T129,spk_2,2026-08-27 00:39:34,2374,Thank you.,Thank you.,2,2,True,False,answer,0.3071701229,False
S484,T130,spk_0,2026-08-27 00:39:36,2376,Yeah.,Yeah.,0,1,True,False,clarification,0.2715659738,False
S485,T131,spk_1,2026-08-27 00:39:37,2377,"So like with your assignment again in case you have some problems, just send me an email.","So like with your assignment again in case you have some problems, just send me an email.",0,17,False,False,clarification,0.2661328912,False
S486,T132,spk_0,2026-08-27 00:39:45,2385,Thank you.,Thank you.,0,2,True,False,answer,0.3071697652,False
S487,T133,spk_1,2026-08-27 00:39:49,2389,See you.,See you.,0,2,True,False,answer,0.21576602760000002,False
S488,T133,spk_1,2026-08-27 00:39:49,2389,Bye like.,Bye like.,1,2,True,False,agreement,0.3461132348,False
S489,T133,spk_1,2026-08-27 00:39:49,2389,Yes.,Yes.,2,1,True,False,answer,0.3374432921,False
S490,T133,spk_1,2026-08-27 00:39:49,2389,Mhm.,Mhm.,3,1,True,False,clarification,0.3443155289,False
S491,T133,spk_1,2026-08-27 00:39:49,2389,What,What,4,1,True,False,question,0.40458425880000004,False
