statement_id,turn_id,speaker,timestamp,timestamp_seconds,original_text,normalized_text,position_in_turn,word_count,is_short,has_redacted_name,dialogue_act,dialogue_confidence
S361,T093,spk_2,0:29:59,1799,Okay so should it be like uh your in house IT Team or technical team should decide what goes inside and what goes into the cloud.,Okay so should it be like your in house IT Team or technical team should decide what goes inside and what goes into the cloud.,0,25,False,False,clarification,0.24745452404022217
S362,T093,spk_2,0:29:59,1799,You have something like this in mind?,You have something like this in mind?,1,7,False,False,question,0.4307670593261719
S363,T093,spk_2,0:29:59,1799,I mean do we need to have that flexible or is it a question for later?,do we need to have that flexible or is it a question for later?,2,14,False,False,disagreement,0.3851981461048126
S364,T094,spk_1,0:30:14,1814,Yeah I think it should be uh we should have we should define it as uh initiative to discuss.,Yeah I think it should be we should have we should define it as initiative to discuss.,0,17,False,False,clarification,0.35165151953697205
S365,T094,spk_1,0:30:14,1814,So the the notion of where the data center for which label things like that uh should be allocated whether we have uh how do we actually distribute the data?,So the notion of where the data center for which label things like that should be allocated whether we have how do we actually distribute the data?,1,27,False,False,question,0.3352537155151367
S366,T094,spk_1,0:30:14,1814,Okay.,Okay.,2,1,True,False,clarification,0.3142271339893341
S367,T094,spk_1,0:30:14,1814,Uh This is an important issue.,This is an important issue.,3,5,False,False,priority,0.7773406505584717
S368,T094,spk_1,0:30:14,1814,"In terms of uh security, the data is basically open for everyone except for the the budget.","In terms of security, the data is basically open for everyone except for the budget.",4,15,False,False,clarification,0.21303509175777435
S369,T094,spk_1,0:30:14,1814,So maybe the budget data should be encrypted in some way to avoid leakage.,So maybe the budget data should be encrypted in some way to avoid leakage.,5,14,False,False,clarification,0.18172702193260193
S370,T095,spk_2,0:31:05,1865,Okay.,Okay.,0,1,True,False,clarification,0.3142276108264923
S371,T095,spk_2,0:31:05,1865,Okay.,Okay.,1,1,True,False,clarification,0.3142276406288147
S372,T096,spk_2,0:31:15,1875,Uh huh.,huh.,0,1,True,False,clarification,0.35285699367523193
S373,T096,spk_2,0:31:15,1875,"One last thing, the one last player, we didn't talk about the players themselves.","One last thing, the one last player, we didn't talk about the players themselves.",1,14,False,False,opinion,0.20310114324092865
S374,T096,spk_2,0:31:15,1875,They have any access other than the acces that the fans had because they,They have any access other than the acces that the fans had because they,2,14,False,False,disagreement,0.16275891661643982
S375,T097,spk_1,0:31:26,1886,Okay.,Okay.,0,1,True,False,clarification,0.31422749161720276
S376,T097,spk_1,0:31:26,1886,The player has one option in which they can update their social network page.,The player has one option in which they can update their social network page.,1,14,False,False,clarification,0.2591608762741089
S377,T097,spk_1,0:31:26,1886,Okay.,Okay.,2,1,True,False,clarification,0.3142276108264923
S378,T097,spk_1,0:31:26,1886,So that's the post there um and manage their communication with defense.,So that's the post there and manage their communication with defense.,3,11,False,False,answer,0.4437445104122162
S379,T098,spk_2,0:31:44,1904,Okay.,Okay.,0,1,True,False,clarification,0.31422725319862366
S380,T098,spk_2,0:31:44,1904,Within the portal of the of the system to be,Within the portal of the of the system to be,1,10,False,False,agreement,0.2137962132692337
S381,T099,spk_0,0:31:49,1909,so uh so so this is the uh this I'm sorry I just got flustered.,so so this is the this I'm sorry I just got flustered.,0,12,False,False,clarification,0.3458637595176697
S382,T099,spk_0,0:31:49,1909,Uh This is the fun side of the players.,This is the fun side of the players.,1,8,False,False,clarification,0.23446328938007355
S383,T099,spk_0,0:31:49,1909,But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something?,But then do the players need to have a have an interface within the budgeting interface where they can see their salaries or something?,2,24,False,False,question,0.3023202419281006
S384,T099,spk_0,0:31:49,1909,No.,No.,3,1,True,False,disagreement,0.242742121219635
S385,T099,spk_0,0:31:49,1909,No.,No.,4,1,True,False,disagreement,0.24274203181266785
S386,T099,spk_0,0:31:49,1909,Right.,Right.,5,1,True,False,clarification,0.2969786524772644
S387,T100,spk_1,0:32:08,1928,No.,No.,0,1,True,False,disagreement,0.24274186789989471
S388,T100,spk_1,0:32:08,1928,"This is the responsibility of the team, administration.","This is the responsibility of the team, administration.",1,8,False,False,constraint,0.2974829077720642
S389,T100,spk_1,0:32:08,1928,The manager.,The manager.,2,2,True,False,answer,0.15392298996448517
S390,T100,spk_1,0:32:08,1928,The owner.,The owner.,3,2,True,False,clarification,0.18314553797245026
S391,T101,spk_2,0:32:14,1934,Yeah.,Yeah.,0,1,True,False,clarification,0.2715662717819214
S392,T101,spk_2,0:32:14,1934,Okay.,Okay.,1,1,True,False,clarification,0.3142276108264923
S393,T101,spk_2,0:32:14,1934,"I know we don't have details were in the preliminary phase but any any ideas about the timeline of the implementation, how things will move from the existing system to the new system.","I know we don't have details were in the preliminary phase but any ideas about the timeline of the implementation, how things will move from the existing system to the new system.",2,32,False,False,question,0.45424607396125793
S394,T101,spk_2,0:32:14,1934,"From my perspective, I mean as an IT Professional, what am I expecting in the next period if I work for IFA","From my perspective, as an IT Professional, what am I expecting in the next period if I work for IFA",3,20,False,False,question,0.28152981400489807
S395,T102,spk_1,0:32:37,1957,What do you mean?,What do you mean?,0,4,False,False,question,0.5920941829681396
S396,T102,spk_1,0:32:37,1957,What I'm expecting to see various stages of the,What I'm expecting to see various stages of the,1,9,False,False,question,0.23097573220729828
S397,T103,spk_2,0:32:45,1965,"maybe maybe not the time schedule more the sequence, the immigration process.","maybe not the time schedule more the sequence, the immigration process.",0,11,False,False,clarification,0.2613806128501892
S398,T104,spk_1,0:32:51,1971,Maybe the priorities of the uh Okay.,Maybe the priorities of the Okay.,0,6,False,False,agreement,0.2365848422050476
S399,T104,spk_1,0:32:51,1971,"I would say that the basic of the system, meaning the teams setting the league, setting the season, uh register of the referees and the fans are the basic of the systems.","I would say that the basic of the system, meaning the teams setting the league, setting the season, register of the referees and the fans are the basic of the systems.",1,31,False,False,answer,0.3191578984260559
S400,T104,spk_1,0:32:51,1971,So this should be at the first phase.,So this should be at the first phase.,2,8,False,False,priority,0.22003264725208282
S401,T104,spk_1,0:32:51,1971,Okay.,Okay.,3,1,True,False,clarification,0.3142276406288147
S402,T104,spk_1,0:32:51,1971,The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can uh update the the game information in real time.,The second phase will consist of the budgetary on the one and the scheduling on the other the third stage would be that the referee can update the game information in real time.,4,33,False,False,clarification,0.23806878924369812
S403,T104,spk_1,0:32:51,1971,So this is the stages I'm expecting.,So this is the stages I'm expecting.,5,7,False,False,clarification,0.2830977141857147
S404,T105,spk_0,0:33:39,2019,"Okay, so first, very first the urgent one is the scheduling and then the budgeting and then uh okay.","Okay, so first, very first the urgent one is the scheduling and then the budgeting and then okay.",0,18,False,False,priority,0.3403077721595764
S405,T105,spk_0,0:33:39,2019,Um there was another line in documentation which said that officials of the IFA should be involved in the system?,there was another line in documentation which said that officials of the IFA should be involved in the system?,1,19,False,False,question,0.4402146637439728
S406,T105,spk_0,0:33:39,2019,"I have, the officials will have a role to play.","I have, the officials will have a role to play.",2,10,False,False,clarification,0.3300338387489319
S407,T105,spk_0,0:33:39,2019,"Oh,","Oh,",3,1,True,False,clarification,0.3368128836154938
S408,T106,spk_2,0:34:03,2043,I don't think uh maybe it's paraphrasing a little.,I don't think maybe it's paraphrasing a little.,0,8,False,False,disagreement,0.44952863454818726
S409,T106,spk_2,0:34:03,2043,Let's let me find the exact line.,Let's let me find the exact line.,1,7,False,False,question,0.1980287730693817
S410,T107,spk_1,0:34:09,2049,"Okay, the officials should be.","Okay, the officials should be.",0,5,False,False,agreement,0.2819482684135437
S411,T107,spk_1,0:34:09,2049,Mhm.,Mhm.,1,1,True,False,clarification,0.3443155884742737
S412,T107,spk_1,0:34:09,2049,Can you repeat the question?,Can you repeat the question?,2,5,False,False,question,0.5527256727218628
S413,T107,spk_1,0:34:09,2049,Because I'm not sure I understand it.,Because I'm not sure I understand it.,3,7,False,False,disagreement,0.4219125211238861
S414,T108,spk_2,0:34:29,2069,I think I will I will look for the exact wording in the document.,I think I will I will look for the exact wording in the document.,0,14,False,False,clarification,0.2003292590379715
S415,T108,spk_2,0:34:29,2069,The suspects will control the objective.,The suspects will control the objective.,1,6,False,False,constraint,0.22401602566242218
S416,T109,spk_0,0:34:38,2078,So I think that it's a very painful.,So I think that it's a very painful.,0,8,False,False,disagreement,0.3910837173461914
S417,T109,spk_0,0:34:38,2078,The team will take care of its own um resources and I say is responsible for um the budgeting of of say the tournament is organized and other officials that are involved in the tournament.,The team will take care of its own resources and I say is responsible for the budgeting of say the tournament is organized and other officials that are involved in the tournament.,1,32,False,False,disagreement,0.25413963198661804
S418,T109,spk_0,0:34:38,2078,Is there any key set of officials that are involved?,Is there any key set of officials that are involved?,2,10,False,False,question,0.5262116193771362
S419,T109,spk_0,0:34:38,2078,For example,For example,3,2,True,False,clarification,0.26697590947151184
S420,T110,spk_2,0:35:02,2102,I think I think what we are trying to get you out there any other participants or activity that we missed in the crisis?,I think I think what we are trying to get you out there any other participants or activity that we missed in the crisis?,0,24,False,False,clarification,0.3472508490085602
S421,T111,spk_1,0:35:07,2107,Currently in my view there is the IFA representative administration is one role that can do the budget and the scheduling and all activities.,Currently in my view there is the IFA representative administration is one role that can do the budget and the scheduling and all activities.,0,24,False,False,answer,0.24208691716194153
S422,T111,spk_1,0:35:07,2107,There are no separation among the various,There are no separation among the various,1,7,False,False,opinion,0.24826881289482117
S423,T112,spk_2,0:35:21,2121,okay so there is no uh specific departments for IT And finance and so on.,okay so there is no specific departments for IT And finance and so on.,0,14,False,False,opinion,0.19490107893943787
S424,T112,spk_2,0:35:21,2121,There is nothing like this.,There is nothing like this.,1,5,False,False,clarification,0.27700063586235046
S425,T113,spk_1,0:35:27,2127,you're right there's only within the administration is only one role.,you're right there's only within the administration is only one role.,0,11,False,False,clarification,0.2856830954551697
S426,T114,spk_0,0:35:33,2133,Okay.,Okay.,0,1,True,False,clarification,0.31422725319862366
S427,T114,spk_0,0:35:33,2133,"So so if we if we have to list out the major stakeholders we will say that it's the it's the IFA admin the team uh team heads the players and the fans and the referees,","So if we if we have to list out the major stakeholders we will say that it's the it's the IFA admin the team team heads the players and the fans and the referees,",1,34,False,False,answer,0.2981877624988556
S428,T115,spk_1,0:35:48,2148,Yeah.,Yeah.,0,1,True,False,clarification,0.27156585454940796
S429,T115,spk_1,0:35:48,2148,And the players so we can manage.,And the players so we can manage.,1,7,False,False,agreement,0.2997221052646637
S430,T115,spk_1,0:35:48,2148,Yeah.,Yeah.,2,1,True,False,clarification,0.2715660333633423
S431,T115,spk_1,0:35:48,2148,Okay.,Okay.,3,1,True,False,clarification,0.3142276406288147
S432,T116,spk_0,0:35:54,2154,All right.,All right.,0,2,True,False,clarification,0.3409101665019989
S433,T116,spk_0,0:35:54,2154,Yeah.,Yeah.,1,1,True,False,clarification,0.2715659737586975
S434,T117,spk_2,0:36:01,2161,Covered most of things yeah.,Covered most of things yeah.,0,5,False,False,agreement,0.49623316526412964
S435,T117,spk_2,0:36:01,2161,Any other any other,Any other any other,1,4,False,False,question,0.3594484031200409
S436,T118,spk_1,0:36:09,2169,what else?,what else?,0,2,True,False,question,0.6446613073348999
S437,T118,spk_1,0:36:09,2169,So eventually should register to the system internet so we can be able to identification.,So eventually should register to the system internet so we can be able to identification.,1,15,False,False,feature request,0.16672801971435547
S438,T118,spk_1,0:36:09,2169,Otherwise it would be just a guest.,Otherwise it would be just a guest.,2,7,False,False,correction,0.24678587913513184
S439,T119,spk_0,0:36:25,2185,"Yeah, user profile for everyone.","Yeah, user profile for everyone.",0,5,False,False,clarification,0.250527560710907
S440,T119,spk_0,0:36:25,2185,username.,username.,1,1,True,False,clarification,0.21539553999900818
S441,T119,spk_0,0:36:25,2185,Okay.,Okay.,2,1,True,False,clarification,0.3142276406288147
S442,T119,spk_0,0:36:25,2185,Mhm.,Mhm.,3,1,True,False,clarification,0.3443155884742737
S443,T120,spk_1,0:36:30,2190,There was an issue out.,There was an issue out.,0,5,False,False,disagreement,0.5086360573768616
S444,T120,spk_1,0:36:30,2190,How do I register a team?,How do I register a team?,1,6,False,False,question,0.510055422782898
S445,T120,spk_1,0:36:30,2190,So processes that uh uh the team manager or the owner approached the IFA asked for uh opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration.,So processes that the team manager or the owner approached the IFA asked for opening a new team with status with a certain valid documents and then the IFA Approved its registration and point the registration.,2,36,False,False,answer,0.22902795672416687
S446,T120,spk_1,0:36:30,2190,"It can now manage a team with the players, the coaches, the stadium and other resources.","It can now manage a team with the players, the coaches, the stadium and other resources.",3,16,False,False,answer,0.23159217834472656
S447,T121,spk_0,0:37:03,2223,Yeah.,Yeah.,0,1,True,False,clarification,0.27156585454940796
S448,T121,spk_0,0:37:03,2223,"This is the body of another the base, I mean.","This is the body of another the base, .",1,9,False,False,answer,0.21032963693141937
S449,T121,spk_0,0:37:03,2223,"Also, do you need scheduling archives like past season scheduling archives?","Also, do you need scheduling archives like past season scheduling archives?",2,11,False,False,question,0.31690365076065063
S450,T122,spk_1,0:37:20,2240,Yeah.,Yeah.,0,1,True,False,clarification,0.27156585454940796
S451,T122,spk_1,0:37:20,2240,All past archives should be kept.,All past archives should be kept.,1,6,False,False,agreement,0.29608044028282166
S452,T122,spk_1,0:37:20,2240,The reason that it should be kept.,The reason that it should be kept.,2,7,False,False,answer,0.2714269757270813
S453,T122,spk_1,0:37:20,2240,It's to allow some kind of recommendation reasoning maybe for the funds that are uh involved in gambling and reason about the future by okay.,It's to allow some kind of recommendation reasoning maybe for the funds that are involved in gambling and reason about the future by okay.,3,24,False,False,answer,0.3004613220691681
S454,T122,spk_1,0:37:20,2240,Last event.,Last event.,4,2,True,False,clarification,0.1978687345981598
S455,T122,spk_1,0:37:20,2240,So.,So.,5,1,True,False,clarification,0.37906336784362793
S456,T122,spk_1,0:37:20,2240,Okay.,Okay.,6,1,True,False,clarification,0.3142276108264923
S457,T122,spk_1,0:37:20,2240,Uh So we need to keep the data.,So we need to keep the data.,7,7,False,False,constraint,0.24142427742481232
S458,T122,spk_1,0:37:20,2240,Um Yeah what else.,Yeah what else.,8,3,True,False,question,0.2759975492954254
S459,T122,spk_1,0:37:20,2240,"Not sure but we we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling.","Not sure but we mentioned the I. F. A. should be able to define the league, define the season, appoint referee or register referees, setting the various policies for the budget for the game, policy scheduling for the referee scheduling.",9,40,False,False,question,0.32474464178085327
S460,T122,spk_1,0:37:20,2240,And then of course activate.,And then of course activate.,10,5,False,False,agreement,0.3093717396259308
S461,T122,spk_1,0:37:20,2240,Is uh policy uncertain uh leagues.,Is policy uncertain leagues.,11,4,False,False,question,0.38862165808677673
S462,T122,spk_1,0:37:20,2240,"Um Same, that's about it.","Same, that's about it.",12,4,False,False,answer,0.4407912790775299
S463,T123,spk_2,0:38:32,2312,Okay.,Okay.,0,1,True,False,clarification,0.3142271339893341
S464,T123,spk_2,0:38:32,2312,Uh Registering referees also called uh registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA.,Registering referees also called registering calls for registering the players themselves how they are handled there brought into the IFA Or out of the IFA.,1,25,False,False,answer,0.21937990188598633
S465,T123,spk_2,0:38:32,2312,I mean if appear,if appear,2,2,True,False,answer,0.27924230694770813
S466,T124,spk_1,0:38:46,2326,"so, referees are appointed by the IFA.","so, referees are appointed by the IFA.",0,7,False,False,clarification,0.24587224423885345
S467,T124,spk_1,0:38:46,2326,Representative insert invites the referee to being part of the system for the players.,Representative insert invites the referee to being part of the system for the players.,1,14,False,False,feature request,0.25788185000419617
S468,T124,spk_1,0:38:46,2326,The team entered the details into the system.,The team entered the details into the system.,2,8,False,False,priority,0.20303180813789368
S469,T125,spk_2,0:39:00,2340,Okay?,Okay?,0,1,True,False,question,0.30675673484802246
S470,T125,spk_2,0:39:00,2340,And the FAA.,And the FAA.,1,3,True,False,clarification,0.17221702635288239
S471,T125,spk_2,0:39:00,2340,Has just audit the process.,Has just audit the process.,2,5,False,False,question,0.25993382930755615
S472,T125,spk_2,0:39:00,2340,Doesn't have anything any input in it.,Doesn't have anything any input in it.,3,7,False,False,opinion,0.4329492449760437
S473,T126,spk_1,0:39:07,2347,Right.,Right.,0,1,True,False,clarification,0.2969786524772644
S474,T126,spk_1,0:39:07,2347,"For the players, for the referee, for the players on the team managed its players.","For the players, for the referee, for the players on the team managed its players.",1,15,False,False,agreement,0.2592640817165375
S475,T127,spk_2,0:39:16,2356,Okay.,Okay.,0,1,True,False,clarification,0.31422728300094604
S476,T127,spk_2,0:39:16,2356,Uh There there is no more requirements on your side.,There is no more requirements on your side.,1,8,False,False,agreement,0.32292473316192627
S477,T127,spk_2,0:39:16,2356,I think we've covered every question here.,I think we've covered every question here.,2,7,False,False,agreement,0.3348322808742523
S478,T128,spk_1,0:39:24,2364,"Right at any rate if your traditional questions please do email me, I'll try to uh answer as soon as possible.","Right at any rate if your traditional questions please do email me, I'll try to answer as soon as possible.",0,20,False,False,question,0.3162432014942169
S479,T128,spk_1,0:39:24,2364,Thank you.,Thank you.,1,2,True,False,answer,0.3071700632572174
S480,T128,spk_1,0:39:24,2364,Thank,Thank,2,1,True,False,answer,0.2871713638305664
S481,T129,spk_2,0:39:34,2374,you.,you.,0,1,True,False,clarification,0.18454356491565704
S482,T129,spk_2,0:39:34,2374,Thank you.,Thank you.,1,2,True,False,answer,0.3071701228618622
S483,T129,spk_2,0:39:34,2374,Thank you.,Thank you.,2,2,True,False,answer,0.3071701228618622
S484,T130,spk_0,0:39:36,2376,Yeah.,Yeah.,0,1,True,False,clarification,0.2715659737586975
S485,T131,spk_1,0:39:37,2377,"So like with your assignment again in case you have some problems, just send me an email.","So like with your assignment again in case you have some problems, just send me an email.",0,17,False,False,clarification,0.2661328911781311
S486,T132,spk_0,0:39:45,2385,Thank you.,Thank you.,0,2,True,False,answer,0.30716976523399353
S487,T133,spk_1,0:39:49,2389,See you.,See you.,0,2,True,False,answer,0.2157660275697708
S488,T133,spk_1,0:39:49,2389,Bye like.,Bye like.,1,2,True,False,agreement,0.3461132347583771
S489,T133,spk_1,0:39:49,2389,Yes.,Yes.,2,1,True,False,answer,0.3374432921409607
S490,T133,spk_1,0:39:49,2389,Mhm.,Mhm.,3,1,True,False,clarification,0.3443155288696289
S491,T133,spk_1,0:39:49,2389,What,What,4,1,True,False,question,0.40458425879478455
